AMANDA, , BELL, , F, , 12/30/2003, 570-811-9657, 570-811-9657, 340 BEACH 66ST, PH, FAR ROCKAWAY, NY, 11692, , ABELL@AMGGT.COM, , 15790506, 
NATALY, , WEIR, , F, , 7/26/2003, , , 711 183 STREET, , BRONX, NY, 10460, , , 837492, 15995553, 
NATALY, , WEIR, , F, , 7/26/2003, 860-309-7634, , 806 EAST 175TH STREET, 2A, BRONX, NY, 10460, , NWEIR@AMGGT.COM, 838862, 15650511, 

SHEA, BETTY, MARSH, , F, , 4/14/2005, , , 1717 WALTON AVENUE, 4E, BRONX, NY, 10452, , , 837613, 15609886, 
SHEA, BETTY, MARSH, , F, , 4/14/2005, 484-443-1427, , 1920 WALTON AVENUE, 67, BX, NY, 10453, , , 838538, 15935932, 

KEVIN, , BUTLER, , M, , 12/4/1990, 973-181-2610, , , , , , , , , 837943, 15990160, 
KEVIN, , BUTLER, , M, , 12/4/1990, , , 462 1ST AVENUE, , NEW YORK, NY, 10016, , KBUTLER@AMGGT.COM, 840482, 15579373, 

VENESSA, , WILLIAMS, , F, , 11/15/2004, , , 952 ALDUS STREET, 3D, BRONX, NY, 10459, , , 838423, 15813708, 
VENESSA, , WILLIAMS, , F, , 11/15/2004, 718-501-2180, , 135 WEST 183RD STREET, 2B, BRONX, NY, 10453, , , 841096, 15432798, 

ELIZABETH, , POWERS, , F, , 2/14/2003, , , 1620 STREET JOHNS PLACE, 4C, BROOKLYN, NY, 11236, , , 839631, 15724715, 
ELIZABETH, , POWERS, , F, , 2/14/2003, 347-152-4052, , 601 WEST 147TH STREET, 216, NEW YORK, NY, 10031, ARIFI, EPOWERS@AMGGT.COM, 840383, 15513136, 

WILLIAM, EDUARDO, HOANG, , M, , 9/24/2003, 551-810-8910, , 8751 143 STREET, PH, JAMAICA, NY, 11435, , , 840104, 15778835, 
WILLIAM, EDUARDO, HOANG, , M, , 9/24/2003, , , 10127 LEFFERTS BOULEVARD, , RICHMOND HIL, NY, 11419, , WHOANG@AMGGT.COM, 841120, 15903033, 

ROBERT, , PRASHAUD, , M, , 5/10/1994, 267-339-3658, , 22 FAERVIEW AVENUE, 4M, NEW YORK, NY, 10040, , , 840655, 15395738, 
ROBERT, , PRASHAUD, , M, , 5/10/1994, , , 75 FAIRVIEW AVENUE, 2D, NEW YORK, NY, 10040, , , 843114, 15909031, 

JUSTINA, , MILES, , F, , 5/19/2002, , , 8471 168 PLACE, , JAMAICA, NY, 11432, , , 842138, 15526686, 
JUSTINA, , MILES, , F, , 5/19/2002, 908-698-3399, , 8815 168 STREET, PH, JAMAICA, NY, 11432, , , 843511, 15523435, 

BRENDA, , HANNAH, , F, , 5/23/2003, , , 8702 168 PLACE, 2, JAMAICA, NY, 11432, , , 842592, 15995320, 
BRENDA, , HANNAH, , F, , 5/23/2003, 609-505-1243, , 8704 168 PALCE, PH, JAMAICA, NY, 11432, , , 842951, 15678841, 

EMILY, , WYNNE, , U, , 12/7/1997, , , 10708 160TH STREET, 1A, JAMAICA, NY, 11433, , , 844034, 15467044, 
EMILY, , WYNNE, , F, , 12/7/1997, 718-241-3463, , 14419 111 AVENUE, PH, JAMAICA, NY, 11433, , EWYNNE@AMGGT.COM, 844188, 15416169, 

JOHN, , CHARLAND, , M, , 8/24/2008, 845-899-2567, , HARLEM HOSPITAL, , , , 10025, , , 844673, 15551305, 
JOHN, , CHARLAND, , M, , 8/24/2008, , , 540 WEST 126TH STREET, 209, NEW YORK, NY, 10027, , JCHARLAND@AMGGT.COM, 845821, 15633016, 

BRAEDON, , WADE, , M, , 4/28/1996, 347-663-8305, , 456 77TH STREET, 3, BROOKLYN, NY, 11209, , , 844985, 15448759, 
BRAEDON, , WADE, , M, , 4/28/1996, , , 3633 OLLINVILLE AVENUE, PH, BRONX, NY, 10467, , , 846921, 15734350, 

TRACI, M, SEARS, , F, , 12/27/1994, , , 3063 HULL AVENUE, 13A2, BRONX, NY, 10467, , , 845756, 15976827, 
TRACI, M, SEARS, , F, , 12/27/1994, 203-757-4388, , 1044 ST JOHN AVENUE, 13, BRONX, NY, 10462, , , 845878, 15404732, 

MELISSA, A, LARY, , F, , 11/27/1998, , , 53 WESTCHESTER SQUARE, PH, , , 10461, , , , 15739790, 
NORMA, DORIS, LARY, , F, , 11/27/1998, 848-366-1058, 848-366-1058, 53 WESTCHESTER SQUARE, PH, BRONX, NY, 10461, , , 845960, 15856662, 
NORMA, DORIS, LARY, , F, , 11/27/1998, 934-885-8619, 934-885-8619, , , , , , , , 847376, 15702742, 

LIAM, , MILES, , M, , 12/16/2004, 908-992-7936, , 1015 GERARD AVENUE, 1G, BRONX, NY, 10452, , , 846572, 15425344, 
LIAM, , MILES, , M, , 12/16/2004, , , 1020 GERARD AVENUE, 6 C, BRONX, NY, 10452, , LMILES@AMGGT.COM, 848511, 15897598, 

JADEN, , WELLS, , F, , 10/12/2003, , , 3448 WILSON AVENUE, 2C, BRONX, NY, 10469, , , 846660, 15964511, 
JADEN, , WELLS, , F, , 10/12/2003, 973-770-9038, , 4130 HULL AVENUE, PH, BRONX, NY, 10462, , JWELLS@AMGGT.COM, 847572, 15723300, 

LEON, , PARKER, , M, , 9/7/2004, , , 2045 BENEDICT AVENUE, 2, BRONX, NY, 10462, , , 848219, 15959566, 
LEON, , PARKER, JR, M, , 9/7/2004, 860-422-6326, , 503 LAFAYETTE AVENUE, PH, BROOKLYN, NY, 11205, , LPARKER@AMGGT.COM, 849160, 15602626, 

JOYCE, , VELTRY, , F, , 9/19/1994, 917-174-7766, , 16201 JAMAICA AVENUE, PH, JAMAICA, NY, 11434, , , 848631, 15822271, 
JOYCE, , VELTRY, , F, , 9/19/1994, , , 8921 89 AVENUE, 3 G, JAMAICA, NY, 11432, MOHAMMED, JVELTRY@AMGGT.COM, 849488, 15897501, 

STEPHANIE, , ABADI, , F, , 3/7/1994, 610-234-2452, , 2075 CRESTON AVENUE, 3C, BRONX, NY, 10453, , , 850200, 15488693, 
STEPHANIE, , ABADI, , F, , 3/7/1994, , , 1165 GERARD AVENUE, 31B, BRONX, NY, 10452, , , 850624, 15539138, 

ASHLEY, M, HARTMAN, , F, , 11/24/1993, 610-681-1862, , 3703 95TH STREET, 1D, JACKSON HEIGHTS, NY, 11372, , , 851292, 15816688, 
ASHLEY, M, HARTMAN, , F, , 11/24/1993, , , 3514 94 STREET, 2DD, JACKSON HEIGHTS, NY, 11372, , AHARTMAN@AMGGT.COM, 851645, 15657206, 

ALYSSA, , KIST, , F, , 3/28/1991, 212-690-1634, , 1339 ROSEDALE AVENUE, , BRONX, NY, 10472, , , 852267, 15758017, 
ALYSSA, , KIST, , F, , 3/28/1991, , , 1101 MANOR AVENUE, , BRONX, NY, 10472, , , 852778, 15648492, 

BHRODE, , ANAMA, , M, , 5/24/1992, , , 12031 147TH STREET, , JAMAICA, NY, 11436, , , 853097, 15900268, 
BHRODE, , ANAMA, JR, M, , 5/24/1992, 860-769-7405, , 11502 180 STREET, PH, JAMAICA, NY, 11434, , , 853766, 16003066, 

JAMES, FLOYD, VILLARREAL, , M, , 12/24/1994, , , 4011 VERNON BOULEVARD, , LONG ISLAND CTY, NY, 11101, , , 853364, 15656086, 
JAMES, FLOYD, VILLARREAL, JR, M, , 12/24/1994, 609-730-1341, , 107166 MARICQ BOULEVARD, PH, JAMAICA, NY, 11434, , , 854179, 16007863, 

AMANDA, , VALDEZ, , F, , 7/4/1998, , , 814 HEWITT AVENUE, 10, BRONX, NY, 10459, , , 853429, 15674380, 
AMANDA, , VALDEZ, , F, , 7/4/1998, 631-224-9200, , 958 E 156 STREET, BSMT, BRONX, NY, 10455, , , 854048, 15595804, 

ANNA, , NEILSON, , F, , 12/27/1991, , , 2300 BRONX PARK EAST, 2L, BRONX, NY, 10467, , , 854297, 15640704, 
ANNA, , NEILSON, , F, , 12/27/1991, 203-247-9624, , 1367 BEACH AVENUE, 3RD, BRONX, NY, 10472, GASTON, ANEILSON@AMGGT.COM, 854606, 15729046, 

SETH, CHARLES, MICHAEL, , M, , 12/24/2003, 203-357-4702, , 1088 WASHINGTON AVENUE, 5B, BRONX, NY, 10456, , , 855372, 15575446, 
SETH, CHARLES, MICHAEL, , M, , 12/24/2003, , , 1528 LELAND AVENUE, 3A, BRONX, NY, 10465, , , 856022, 15951437, 

LOU, CANDY, PRATTS, , F, , 6/24/2002, , , 825 GERARD AVENUE, , BRONX, NY, 10451, , , 855598, 15469464, 
LOU, , PRATTS, , F, , 6/24/2002, 347-845-7194, , 2127 GRAND CONCOURSE, 426, BRONX, NY, 10453, , , 856352, 16000550, 

EMMANUEL, , LETTIRE, , M, , 12/22/2000, 631-387-2338, , 3330 FORT INDEPENDENCE, 33 B, BRONX, NY, 10463, , , 855900, 15909321, 
EMMANUEL, , LETTIRE, , M, , 12/22/2000, , , 3340 FORT INDEPENDENT, 33B, BRONX, NY, 10456, , , 856139, 15658825, 

IVAN, , HENLEY, , M, , 7/27/2004, 518-147-9211, , 1770 E 172ND STREET, 2E, BRONX, NY, 10472, , , 856671, 15605374, 
IVAN, , HENLEY, , M, , 7/27/2004, , , 1772 EAST 172TH STREET, 5H, BRONX, NY, 10472, , , 857429, 15932239, 

ELIZABETH, , LONG, , F, , 3/15/2000, 973-497-6265, , 106 W 143RD, 1B, NEW YORK, NY, 10030, , , 856744, 15460238, 
ELIZABETH, , LONG, , F, , 3/15/2000, , , 783 FOX STREET, 5C, BRONX, NY, 10455, , ELONG@AMGGT.COM, 857598, 15464107, 

CESAR, DEREK, CARTER, , M, , 12/26/1996, , , 785 EAST 151ST STREET, , BRONX, NY, 10455, , , 856837, 15779220, 
CESAR, DEREK, CARTER, JR, M, , 12/26/1996, 203-440-6811, , 2685 VALENTINE AVENUE, 2G, BRONX, NY, 10458, , CCARTER@AMGGT.COM, 857259, 15434726, 

NOELIA, , ROMO, , F, , 11/2/1995, 203-952-1550, , 1405 NOBLE AVENUE, 1R, BRONX, NY, 10472, , , 858986, 15510210, 
NOELIA, , ROMO, , F, , 11/2/1995, , , 1227 WARD AVENUE, , BRONX, NY, 10472, , NROMO@AMGGT.COM, 859619, 15853488, 

DALIA, , BIBB, , F, , 12/5/1991, , , 14446 71ST AVENUE, 1, FLUSHING, NY, 11367, , , 859867, 15894624, 
DALIA, , BIBB, , F, , 12/5/1991, 267-136-8449, , 14750 72ND DRIVE, 3 B, FLUSHING, NY, 11355, , , 860320, 16007601, 

KATHLEEN, , NEIL, , F, , 4/5/1999, , , , , , , , , , 859973, 15717921, 
KATHLEEN, , NEIL, , F, , 4/5/1999, 609-381-6241, , 861 EAST 164 STREET, 1, BRONX, NY, 10459, , KNEIL@AMGGT.COM, 860357, 15942192, 

ANTHONY, , CASTLE, , M, , 12/19/2003, 516-365-1609, , , , , , , , , 860126, 15649294, 
ANTHONY, , CASTLE, , M, , 12/19/2003, , , 999 ALDUS STREET, 5D, BRONX, NY, 10459, , , 860831, 15557371, 

CARSON, , TORRES, , M, , 3/7/2010, , , 112 EAST 128 STREET, 3M, NEW YORK, NY, 10035, , , 861001, 15755305, 
CARSON, , TORRES, JR, M, , 3/7/2010, 718-660-8617, , 500 WEST 159TH STREET, PVTH, NEW YORK, NY, 10032, , CTORRES@AMGGT.COM, 861459, 15949507, 

JOSE, M, SWENSON, , M, , 8/20/2003, 518-298-2008, , 1401 UNIVERSITY AVENUE, 208A, BRONX, NY, 10452, , , 861010, 15684831, 
JOSE, M, SWENSON, , M, , 8/20/2003, , , 2497 GRAND AVENUE, A2, BRONX, NY, 10468, , JSWENSON@AMGGT.COM, 861134, 15787893, 

LYDIA, ALISON, HALL, , F, , 8/8/2014, 347-345-1096, , 381 EAST 151 STREET, 23, BRONX, NY, 10454, , , 861372, 15711921, 
LYDIA, ALISON, HALL, , F, , 8/8/2014, , , 391 EAST 152ND STREET, 3, BRONX, NY, 10455, , , 861598, 15448748, 

ARTURO, , PROBST, , M, , 12/8/2010, 551-496-6825, , , , , , , , , 862850, 16023806, 
ARTURO, , PROBST, , M, , 12/8/2010, , , 191 08 104TH AVENUE, PVT, HOLLIS, NY, 11412, , , 863329, 15813610, 

JILLIAN, , DOORTY, , F, , 12/8/2000, 631-503-7389, , 3359 PERRY AVENUE, PH, BRONX, NY, 10467, , , 863754, 15621631, 
JILLIAN, , DOORTY, , F, , 12/8/2000, , , 1075 UNIVERSITY AVENUE, 1D, BRONX, NY, 10452, , JDOORTY@AMGGT.COM, 864097, 15960524, 

CHRISTINA, , ROBLES, , F, , 12/14/2001, , , 219 E 121 STREET, , NY, NY, 10035, , , 864806, 15656652, 
CHRISTINA, CATHERINE, ROBLES, , F, , 12/14/2001, 201-769-4091, , 3520 LEVRCH STREET, 741, JACKSON HEIGHTS, NY, 11372, , CROBLES@AMGGT.COM, 865418, 15616994, 

ANA, DORINDA, SOLIS, , F, , 6/19/2004, 959-353-7431, , 8264 164TH STREET, PVT, JAMAICA, NY, 11432, , , 865334, 15791059, 
ANA, DORINDA, SOLIS, , F, , 6/19/2004, , , 8268 164 STREET, HOSP, JAMAICA, NY, 11432, , , 865738, 15492672, 

SHIRLEY, M, TAYLOR, , F, , 4/22/2009, 732-324-3055, , 1053 BOYNTON AVENUE, 1D, BRONX, NY, 10472, , , 867743, 15645043, 
SHIRLEY, M, TAYLOR, , F, , 4/22/2009, , , 1040 BOYNTON AVENUE, 3B, BRONX, NY, 10472, , , 868086, 15383152, 

CHLOE, , STEWART, , F, , 5/3/2006, , , , , , , , , , 868550, 15947797, 
CHLOE, , STEWART, , F, , 5/3/2006, 908-738-2700, , , , , , , , , 868819, 15811071, 

MANUELA, , WILEY, , F, , 10/10/1997, 973-850-8262, , 15510 137 AVENUE, PH, JAMAICA, NY, 11434, , , 870082, 15446939, 
MANUELA, , WILEY, , F, , 10/10/1997, , , 11202 92ND AVENUE, PH, RICHMOND HILL, NY, 11418, , , 870190, 15601641, 

GARY, E, ANKLE, , U, , 6/28/2015, 610-109-5409, , 1114 WARD AVENUE, 6K, BRONX, NY, 10472, , , 870583, 16007551, 
GARY, E, ANKLE, , M, , 6/28/2015, , , 1071 ELDER AVENUE, 2 H, BRONX, NY, 10472, , GANKLE@AMGGT.COM, 870822, 15612457, 

AALIYAH, , LACEN, , F, , 3/20/2002, 570-785-2922, , 658 E 228 STREET, , BRONX, NY, 10466, , , 872031, 15636465, 
AALIYAH, , LACEN, , F, , 3/20/2002, , , 550 EAST 240 STREET, PH, BRONX, NY, 10466, , , 872377, 15892080, 

DIANE, KATHY, CASTELLUCCIO, , F, , 3/10/2010, 212-192-8979, , 3000 PARK AVENUE, 3L, BRONX, NY, 10451, , , 874111, 15666350, 
DIANE, KATHY, CASTELLUCCIO, , F, , 3/10/2010, , , 1210 CROES AVENUE, 3C, BRONX, NY, 10472, , , 874540, 15454968, 

BECKY, MARIE, MARTIN, , U, , 3/27/2003, 631-829-9818, , 2199 HOLLAND AVENUE, 3H, BRONX, NY, 10462, , , 874730, 15697782, 
BECKY, MARIE, MARTIN, , F, , 3/27/2003, , , 1758 EASTBURN AVENUE, 2B, BRONX, NY, 10457, , , 875203, 15839536, 

GINA, , JONES, , F, , 12/10/2001, 212-354-6005, , 3536 HULL AVENUE, 6K, BRONX, NY, 10467, , , 875412, 15623906, 
GINA, MARIA, JONES, , F, , 12/10/2001, 917-154-6093, , 3288 PERRY AVENUE, 5H, BRONX, NY, 10467, , , 875892, 15467300, 

BARBARA, , GARDEA, , F, , 7/30/2002, 732-906-8536, , 2185 BOLTON AVENUE, 2A, BRONX, NY, 10462, , , 877551, 15429372, 
BARBARA, , GARDEA, , F, , 7/30/2002, , , 2253 UNIVERSITY AVENUE, 6C, BRONX, NY, 10468, , , 877815, 15517819, 

MICHAEL, VICTOR, GRISWOLD, , M, , 9/27/2003, 732-555-7507, , 64 HAWKINS STREET, PH, BRONX, NY, 10464, , , 878944, 15648335, 
MICHAEL, VICTOR, GRISWOLD, , M, , 9/27/2003, , , 135 WEST 225TH STREET, 2J, BRONX, NY, 10463, , , 879197, 15660948, 

EMA, PHYLLIS, HUDSON, , F, , 11/28/1991, , , 1334 METCALF AVENUE, 3, BRONX, NY, 10472, , , 879605, 15897053, 
EMA, PHYLLIS, HUDSON, , F, , 11/28/1991, 516-749-7353, , 1171 MORRISON AVENUE, 5E, BRONX, NY, 10472, , EHUDSON@AMGGT.COM, 879957, 15376372, 

WENDY, , IRWIN, , F, , 5/13/1992, , , 1575 ODELI STREET, 5 H, BRONX, NY, 10462, , , 880198, 15712059, 
WENDY, , IRWIN, , F, , 5/13/1992, 732-363-1628, , 157 ODELL STREET, 5 H, BRONX, NY, 10462, , , 880343, 15818457, TERESA ALETHA GALLAGHER 

RICARDO, ROBERT, TYNES, , M, , 12/9/2012, 609-188-4392, , 21 EAST 104TH STREET, 32, NEW YORK, NY, 10029, , , 880248, 15617032, 
RICARDO, ROBERT, TYNES, , M, , 12/9/2012, , , 1480 BRYANT AVENUE, 3FLR, BRONX, NY, 10460, , , 880412, 15499605, 

CASON, DAVID, BACKUS, , M, , 11/19/1990, 551-158-8052, , 2715 THIRD AVENUE, 3E, BRONX, NY, 10451, , , 880695, 15593143, 
CASON, DAVID, BACKUS, , M, , 11/19/1990, , , 237 E 194TH STREET, 1E, BRONX, NY, 10458, UMAMAHESWAR, CBACKUS@AMGGT.COM, 880825, 15699197, 

TIARA, GISELA, SOLIS, , F, , 12/24/2007, 845-792-3100, , 251 SHERMAN AVENUE, 34N, NEW YORK, NY, 10034, , , 883583, 15394525, 
TIARA, GISELA, SOLIS, , F, , 12/24/2007, 732-232-2041, , 426 EAST 149TH STREET, 2W, BRONX, NY, 10455, , TSOLIS@AMGGT.COM, 884010, 15984487, 

EMILY, JOY, TAYLOR, , F, , 10/5/2013, 609-721-8438, , 10024 86 AVENUE, PH, JAMAICA, NY, 11432, , , 884858, 15921475, 
EMILY, JOY, TAYLOR, , F, , 10/5/2013, , , 10009 87 AVENUE, , SPRNGFLD GRDNS, NY, 11413, , , 885193, 15905049, 

TOMAS, , KACHAN, , M, , 12/12/1994, , , 6973 WTREMONT AVENUE, 3G, BRONX, NY, 10453, , , 884963, 15710690, 
TOMAS, , KACHAN, JR, M, , 12/12/1994, 212-646-9346, , 1320 CHESTNUT STREET, PVT, BRONX, NY, 18201, , TKACHAN@AMGGT.COM, 885249, 15726379, 

JOSE, , SKALSKY, , M, , 11/27/2006, 551-565-4032, , 758 KELLY STREET, 6G, BRONX, NY, 10455, , , 885356, 15945483, 
JOSE, , SKALSKY, , M, , 11/27/2006, , , 605 JACKSON AVENUE, 3F, BRONX, NY, 10455, DERTINGER, JSKALSKY@AMGGT.COM, 885655, 15737618, 

ANAJELLY, , TIPTON, , F, , 12/21/1994, , , 2200 TIEBOUT AVENUE, 2H, BRONX, NY, 10457, , , 885756, 15941325, 
ANAJELLY, , TIPTON, , F, , 12/21/1994, 908-276-1668, , 778 W 185 STREET, 2D, NEW YORK, NY, 10033, ROUTT, ATIPTON@AMGGT.COM, 886028, 15850911, 

KIMBERLY, , LIN, , F, , 6/18/1999, , , 6163 WYCKOFF AVENUE, 1C, BROOKLYN, NY, 11237, , , 888370, 15680636, 
KIMBERLY, , LIN, , F, , 6/18/1999, 212-800-1198, , 4404 18TH AVENUE, 9, BROOKLYN, NY, 11204, , KLIN@AMGGT.COM, 888660, 15916457, 

HUDSON, CHRISTOPHER, GREEN, , M, , 12/29/2007, 959-919-4963, , 72 BEMJAMIN PLACE, , STATEN ISLAND, NY, 10303, , , 889191, 15611053, 
HUDSON, , GREEN, , M, , 12/29/2007, , , 112 STAGG WALK, 3A, BROOKLYN, NY, 11206, , HGREEN@AMGGT.COM, 889691, 15847977, 

EMMA, , REYNOLDS, , F, , 12/22/2005, , , 509 MANHATTAN AVENUE, BSMT, NEW YORK, NY, 10027, , , 889501, 15890444, 
EMMA, , REYNOLDS, , F, , 12/22/2005, 570-155-9363, , 1015 SUMMIT AVENUE, 4C, BRONX, NY, 10452, , EREYNOLDS@AMGGT.COM, 889624, 15693078, 

IVAN, THEODORE, WOOD, , M, , 2/3/1993, 718-668-2502, , 814 BRYANT AVENUE, 3, BRONX, NY, 10474, , , 890146, 15600714, 
IVAN, THEODORE, WOOD, , M, , 2/3/1993, , , 907 SOUTHERN BOULEVARD, 22, BRONX, NY, 10459, SMELLEY, IWOOD@AMGGT.COM, 890532, 15397608, 

RYAN, , RILEY, , , , 12/4/1991, , , 5639 SYLVAN AVENUE, 1, BRONX, NY, 10471, , , 890282, 15879765, 
RYAN, , RILEY, JR, M, , 12/4/1991, 908-772-4036, , 5815 LIEBIG AVENUE, 3FR, BRONX, NY, 10471, MUNOZ, RRILEY@AMGGT.COM, 890548, 15490226, 

DAVID, , MAY, , M, , 11/13/2004, 201-349-2049, , , , , , , , , 890427, 15572296, 
DAVID, , MAY, , M, , 11/13/2004, , , 135 GRAND STREET, 1F, BROOKLYN, NY, 11211, , , 890668, 15796118, 

CAROL, , PEREDES, , F, , 12/19/2008, 732-181-7456, , 2543 HOLLAND AVENUE, B, BRONX, NY, 10467, , , 891646, 16007772, 
CAROL, , PEREDES, , F, , 12/19/2008, , , 120 CARVER LOOP, 19B, BRONX, NY, 10475, , , 891790, 15787838, 

CHRISTOPHER, , KOSKI, , M, , 5/14/2003, , , 1954 UNION PORT ROAD, 6B, BRONX, NY, 10462, , , 891891, 15381615, 
CHRISTOPHER, KEVIN, KOSKI, , M, , 5/14/2003, 862-609-8123, , 725 VAN NEST AVENUE 2ND FL, 6B, BRONX, NY, 10462, , , 892335, 15953511, 

ELIGIO, , THRASHER, , M, , 12/30/1991, , , 2390 PALISADES AVENUE, 2J, BRONX, NY, 10463, , , 892396, 15684396, 
ELIGIO, KENNETH, THRASHER, , M, , 12/30/1991, 732-853-6224, , 24 STRATFORD ROAD, PH, XXXXXX, NY, 10603, , ETHRASHER@AMGGT.COM, 892713, 15753702, 

ANTHONY, MELVIN, ROWE, , M, , 3/15/1993, 732-233-6522, , 12004 DONNIZETTI, 7B, BRONX, NY, 10472, , , 893091, 15537264, 
ANTHONY, MELVIN, ROWE, , , , 3/15/1993, , , 120 DONIZETTI PLACE, 7B, BRONX, NY, 10475, , , 893380, 15613744, 

MARY, , WALKER, , F, , 12/26/2000, 570-798-5234, , 1383 BRONX RIVER AVENUE, BSMT, BRONX, NY, 10472, , , 896108, 15533910, 
MARY, , WALKER, , F, , 12/26/2000, 203-980-3890, , 1363 BX RIVER AVENUE, PH, BRONX, NY, 10472, , , 896300, 15938227, 

STEPHANIE, , GALLAGHER, , F, , 3/9/1998, , , 709 COOPER ROAD, 309, BROOKLYN, NY, 11221, , , 896524, 15424557, 
STEPHANIE, , GALLAGHER, , F, , 3/9/1998, 516-451-5819, , 36 VAN BUREN STREET, T FL, BROOKLYN, NY, 11221, , , 896805, 15741295, 

ABIGAIL, , WARONA, , F, , 7/27/2008, 862-929-9819, , , , , , , , , 897222, 15462688, 
ABIGAIL, , WARONA, , F, , 7/27/2008, , , 3920 BRONX BOULEVARD, 5C, BRONX, NY, 10466, , AWARONA@AMGGT.COM, 897503, 15412850, 

JORDAN, , FORTNER, , M, , 4/11/2006, 516-849-4448, , , , , , , , , 897264, 15868319, 
JORDAN, , FORTNER, , M, , 4/11/2006, , , 331 WEST 35TH STREET, 5R, NEW YORK, NY, 10001, , , 897463, 15789239, 

HUNTER, ISRAEL, PARKER, , M, , 12/11/2001, , , 81 NORTH 18TH STREET, PH, HARRISBURG, PA, 17104, , , 897567, 15835651, 
HUNTER, ISRAEL, PARKER, JR, M, , 12/11/2001, 862-784-6710, , 2940 COLDEN AVENUE, PH, BRONX, NY, 10469, , , 897812, 15648853, 

ROBERT, BERNARD, HOPKINS, , M, , 3/20/2005, 631-913-1197, , 3840 FEATHERBED LANE, 4 F, BRONX, NY, 10452, , , 898374, 15564027, 
ROBERT, BERNARD, HOPKINS, , M, , 3/20/2005, , , 40 FEATHERBED LANE, 4F, BRONX, NY, 10452, , , 898773, 15893959, 

DOUGLAS, , KLEMPEL, , M, , 12/17/2005, , , 600 WEST 163 STREET, 30 B, NEW YORK, NY, 10032, , , 898916, 15665810, 
DOUGLAS, , KLEMPEL, JR, M, , 12/17/2005, 862-922-3049, , 601 W 189TH STREET, BSMT, NEW YORK, NY, 10040, , DKLEMPEL@AMGGT.COM, 899248, 15978324, 

HALLE, C, KADE, , F, , 6/12/2014, 267-686-2194, , 744 COSTER STREET, 3E, BRONX, NY, 10457, , , 899477, 16021050, 
HALLE, C, KADE, , F, , 6/12/2014, , , 2385 GRAND AVENUE, 308, BRONX, NY, 10468, , , 899758, 15858300, 

ANDREW, , THOMAS, , M, , 12/22/2009, , , , , , , , , , 900120, 15550456, 
ANDREW, , THOMAS, , M, , 12/22/2009, 845-507-9490, , 3723 18TH AVENUE, 17A, BROOKLYN, NY, 11218, , ATHOMAS@AMGGT.COM, 900250, 15885536, 

JOHN, , BAILEY, , M, , 12/9/2002, 516-796-6753, , 2164 VIRGIL PLACE, PH, BRONX, NY, 10473, , , 900360, 15814810, 
JOHN, , BAILEY, , M, , 12/9/2002, 203-574-7096, , 2116 VIRGIL AVENUE, PH, BRONX, NY, 10473, , , 900660, 15424314, 

CAROL, , BROOKS, , F, , 12/22/2000, 516-937-1386, , , , , , , , , 901060, 15785833, 
CAROL, , BROOKS, , F, , 12/22/2000, , , , , , , , , CBROOKS@AMGGT.COM, 901246, 15823814, 

WILLIAM, RONALD, RUSH, , M, , 10/5/1992, 609-130-6183, , , , , , , , , 904005, 15704433, 
WILLIAM, RONALD, RUSH, , M, , 10/5/1992, , , , , , , , , WRUSH@AMGGT.COM, 904130, 15515659, 

JAMES, , BREEN, , M, , 5/12/1991, 862-540-7568, , , , , , , , , 904805, 15737062, 
JAMES, THOMAS, BREEN, , M, , 5/12/1991, , , , , , , , STOLTZFUS, JBREEN@AMGGT.COM, 904980, 15537530, 

HEATHER, , JOHNSON, , F, , 12/17/2003, , , CALLE ALMUNIA 11, , SONSECA, OS, 45100, , , 905298, 15377381, 
HEATHER, , JOHNSON, , F, , 12/17/2003, 551-216-8805, , 5760 XENIA STREET, 2FL, CORONA, NY, 11368, , HJOHNSON@AMGGT.COM, 905600, 15483394, 

ANAVEL, , BOYLAN, , F, , 2/15/2002, 917-397-2732, , 1163 STRATFORD AVENUE, G, BRONX, NY, 10472, , , 905424, 15490518, 
ANAVEL, , BOYLAN, , F, , 2/15/2002, , , 1056 BOYNTON AVENUE, 2C, BRONX, NY, 10472, , ABOYLAN@AMGGT.COM, 905563, 15722746, 

CHAD, , TERRY, , M, , 6/19/2003, 718-416-6690, , 520 E 137TH STREET, 12I, BRONX, NY, 10454, , , 910411, 15493156, 
CHAD, , TERRY, , M, , 6/19/2003, , , 360 E 195TH STREET, 3C, BRONX, NY, 10458, , , 910549, 15716257, 

THOMAS, , DALE, , M, , 12/20/2005, , , 2650 MARION AVENUE, 2RN, BRONX, NY, 10458, , , 911181, 15761193, 
THOMAS, CLAUDE, DALE, , M, , 12/20/2005, 347-755-3285, , 946 EAST 211TH STREET, 405, BRONX, NY, 10469, , , 911432, 15645546, 

WILLIAM, , CURRIE, , M, , 4/24/1997, 973-751-9893, , 2432 WEBB AVENUE, 5C, BRONX, NY, 10468, , , 913642, 15828513, 
WILLIAM, , CURRIE, , M, , 4/24/1997, , , 2819 MORRIS AVENUE, 5I, BX, NY, 10468, , WCURRIE@AMGGT.COM, 913850, 15555724, 

NOAH, WILLIAM, KING, , M, , 7/18/1996, 347-197-4110, , 560 BALCOM AVENUE, 3M, BRONX, NY, 10465, , , 914285, 15466759, 
