AMANDA, , WIEDEL, , F, , 11/2/2005, 609-831-9721, 609-831-9721, 735 PELHAM PARKWAY N, 1H, BRONX, NY, 10467, , AWIEDEL@AMGGT.COM, , 15415697, 
MARK, , FLEWELLEN, , M, , 11/10/2004, 3333333333, , 250 E GUNHILL ROAD, 3K, BRONX, NY, 10467, , , 1402367, 15610042, 

PAYTYN, MARY, DANIELLEON, , F, , 12/8/2005, 777-777-7777, , 3209 TENBROCK AVENUE, PH, BX, NY, 10469, , PDANIELLEON@AMGGT.COM, 1407374, 15534384, 
PAYTYN, MARY, DANIELLEON, , F, , 12/8/2005, 888-888-8888, , 3047 MANHATTAN AVENUE, , BRONX, NY, 10467, , , 1407493, 15814104, 

ERICA, BETTY, LAW, , F, , 9/17/1985, 203-153-4145, , 2686 VALENTINE AVENUE, 2B, BRONX, NY, 10458, , , 960658, 15993247, 
ERICA, BETTY, LAW, , F, , 10/10/2009, 203-153-4145, , 3477 KNOX PLACE, 5I, BRONX, NY, 10467, , , 960810, 15601353, 

SERGIO, L, KUTTER, , M, , 10/24/2006, 516-797-6597, , 273 E 161ST STREET, 1K, BRONX, NY, 10455, , , 963544, 15468334, 
SERGIO, , KUTTER, , M, , 2/19/1988, 516-797-6597, , 271 EAST 164TH STREET, 1 C, BRONX, NY, 10456, , SKUTTER@AMGGT.COM, 963710, 15455896, 

ROSS, , MASON, , M, , 10/14/1985, 860-188-4163, , 2029 DALY, , BRONX, NY, 10460, , , 1116620, 15730698, 
ROSS, JAMES, MASON, , M, , 6/7/2009, 860-188-4163, , 365 EAST 184 STREET, 801, BRONX, NY, 10460, , RMASON@AMGGT.COM, 1116850, 15438245, 

LEIGHTON, , OBRIEN, , F, , 10/18/1920, 862-522-1766, , 524 MARCY AVENUE, 5C, BROOKLYN, NY, 11206, , , 1122334, 15930310, 
LEIGHTON, DANA, OBRIEN, , F, , 12/12/1940, 862-522-1766, , 346 POWERS AVENUE, , BRONX, NY, 10454, , LOBRIEN@AMGGT.COM, 1122440, 15489260, 

RAFAEL, KEVIN, GAGE, , M, , 9/14/1989, 267-140-1887, , 370 E 51STREET, 2A, BROOKLYN, NY, 11203, , RGAGE@AMGGT.COM, 1146160, 15635342, 
RAFAEL, , GAGE, , M, , 9/27/1964, 267-140-1887, , 5314 CLARENDON ROAD, PH, BROOKLYN, NY, 11203, , , 1146490, 15516778, 

KYSER, , FINNERAN, , M, , 10/25/1976, 860-801-5182, , 132 A COLLEGE AVENUE, 1, BRONX, NY, 10456, , , 1158084, 16015489, 
KYSER, K, FINNERAN, , M, , 12/16/1997, 860-801-5182, , 1733 UNIONPORT ROAD, 5, BRONX, NY, 10462, , KFINNERAN@AMGGT.COM, 1158402, 15757891, 

ROY, , BURK, , M, , 3/8/1989, 917-108-8633, , 420 BOLTON AVENUE, 1, BRONX, NY, 10473, , , 1195516, 15797948, 
ROY, KERRY, BURK, , M, , 10/27/2012, 917-108-8633, , 1916 BARNES AVENUE, 2FL, BRONX, NY, 10462, , , 1195770, 15624515, 

DAWN, LIUISE, CONNER, , F, , 10/4/1995, 516-694-7162, , 166 W 27TH STREET, 2W, NEW YORK, NY, 10001, , , 1228511, 15594549, 
DAWN, LOUISE, CONNER, , F, , 12/7/1944, 516-694-7162, , 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 1228644, 15731537, 

NORMA, , TODD, , F, , 10/21/2003, 917-696-2352, , ENTER POINTS ADRS, 3E, BRONX, NY, 10462, , , 1239368, 15681682, 
NORMA, , TODD, , , , 12/19/1985, 917-696-2352, , 2095 CRUGER AVENUE3E, , BRONX, NY, 10462, , NTODD@AMGGT.COM, 1239609, 15921615, 

KASEY, , BOWEN, , F, , 10/2/1966, 203-253-5288, , 100, , NEW YORK, NY, 10034, , , 1244069, 15815246, 
KASEY, , BOWEN, , F, , 12/9/2002, 203-253-5288, , 3716 10TH AVENUE, 9E, NYC, NY, 10034, , , 1244275, 15825372, 

LAUREL, , HOPKINS, , F, , 12/18/1976, 845-637-9911, , 600 EAST 141TH STREET, 2E, BRONX, NY, 10454, , LHOPKINS@AMGGT.COM, 1250519, 15783054, 
LAUREL, , HOPKINS, , F, , 10/13/2003, 845-637-9911, , 600 E 163 STREET, 2E, BRONX, NY, 10454, , , 1250631, 15493998, 

REBECCA, , SMITH, , F, , 10/9/1964, 518-310-1139, , , , , , , , , 1250994, 15968324, 
REBECCA, , SMITH, , F, , 12/21/1995, 518-310-1139, , , , , , , , , 1251190, 16011944, 

TYLER, , JOHNS, , F, , 10/21/1920, 212-913-7676, , 3268 58 STREET, , FLUSHING, NY, 11377, , , 1251941, 15497103, 
TYLER, , JOHNS, , F, , 9/25/1942, 212-913-7676, , , , , , , , , 1252132, 15889654, 

HEATHER, , NOLEN, , F, , 10/6/1981, 973-450-7550, , 58 E 190TH STREET, , BRONX, NY, 10468, , , 1260716, 15434312, 
HEATHER, , NOLEN, , F, , 8/12/2012, 973-450-7550, , 58 EAST 198TH STREET, 5D, BRONX, NY, 10468, KIM, HNOLEN@AMGGT.COM, 1260909, 15892255, 

ROSA, MARIE, DELGADO, , F, , 12/17/2002, 732-241-7226, , 4145 MONTICELLO AVENUE, PH, BRONX, NY, 10466, , , 1279704, 15591320, 
ROSA, , DELGADO, , F, , 12/3/1981, 732-241-7226, , , , , , , , , 1279816, 15681846, 

DANA, LYN, DEVIVA, , F, , 12/27/2014, 201-691-3832, , 2078 MORRIS AVENUE, 2A, BRONX, NY, 10453, , DDEVIVA@AMGGT.COM, 1308503, 15752694, 
DANA, , DEVIVA, , F, , 10/19/1995, 201-691-3832, , 1169 STRATFORD AVENUE, 1A, BRONX, NY, 10472, , , 1308720, 15872731, 

ILAH, , MOSHER, , F, , 10/12/1966, 934-240-9191, , 783 BECK STREET, 5B, BRONX, NY, 10455, , , 1310412, 15809348, 
ILAH, , MOSHER, , F, , 4/28/2004, 934-240-9191, , 537 EAST 139TH STREET, 1A, BRONX, NY, 10454, , IMOSHER@AMGGT.COM, 1310587, 15761857, 

MYA, , LUIK, , F, , 10/13/2004, 908-391-6275, , , , , , , , , 1343607, 15581661, 
MYA, M, LUIK, , F, , 12/24/1982, 908-391-6275, , , , , , , , MLUIK@AMGGT.COM, 1343745, 15710565, 

BARBARA, H, WRIGHT, , F, , 8/29/1987, 267-889-3281, , 3922 EAST BAYSIDE, PHT, BAYSIDE, NY, 11361, , BWRIGHT@AMGGT.COM, 1347476, 15426146, 
BARBARA, , WRIGHT, , F, , 10/17/2010, 267-889-3281, , 3922 218 STREET, , BAYSIDE, NY, 11361, , , 1347642, 16019252, 

NEIL, LTEVE, REASON, , M, , 8/22/1938, 959-398-4955, , 227 MADISON STREET, , NEW YORK, NY, 10002, , , 983609, 15431669, 
NEAL, STEVE, REASON, , M, , 12/22/1938, 959-398-4955, , 9815H HARDING EXPWY, 2D, CORONA, NY, 11368, , NREASON@AMGGT.COM, 983910, 15867350, 

BRIAN, , MCGOWAN, , F, , 8/23/1998, 777-777-7777, , 1925 MONTEREY AVENUE, 1F, BRONX, NY, 10467, , , 1317754, 15522549, DOROTHY DIONNE WILDER 
LAURA, , MCGOWAN, , F, , 8/23/1998, 917-476-6071, , 1425 MONTEREY AVENUE, 1F, BRONX, NY, 10457, , , 1317918, 15470806, 

VINCENT, , TITO, , M, , 2/6/1997, , , 935 EAST 163 STREET, 6H, BRONX, NY, 10459, , , 716004, 15705661, 
ROSHAWN, , TITO, , M, , 2/6/1997, 212-861-6247, , 260 EAST BURNSIDE AVENUE, 8D, BRONX, NY, 10459, , , 787590, 15995945, 

NASIR, , BYRNE, , M, , 8/1/1992, , , 266 BEDFORD PARK BOULEVARD, 5I, BRONX, NY, 10458, , , 843517, 15695689, 
RICARDO, , BYRNE, , M, , 8/1/1992, 551-978-7156, , 1055 STELL PLACE, , BRONX, NY, 10469, ALEXANDER, RBYRNE@AMGGT.COM, 844520, 15603067, 

CONSTANZIA, ELEANORE, THOMAS, , F, , 2/9/1990, , , 127072 WEBSTER AVENUE, 14D, BRONX, NY, 10456, , , 844039, 15925667, 
ANALICIA, ELEANORE, THOMAS, , F, , 2/9/1990, 551-936-2123, , 1272 WEBSTER AVENUE, 14B, BRONX, NY, 10456, SMITH, ATHOMAS@AMGGT.COM, 845409, 15480311, 

DEAN, , BLUM, , M, , 11/25/1999, , , 30 BEEKMAN PLACE, 3BC, NEW YORK, NY, 10022, , , 844318, 15843852, 
WALTER, , BLUM, JR, M, , 11/25/1999, 908-176-6415, , 20 WATERSIDE PLAZA, 35J, NEW YORK, NY, 10010, , , 845771, 15683159, 

JONATHAN, , KILLIAN, , M, , 8/9/2008, 718-199-4282, , 409 E 146 STREET, 2B, BRONX, NY, 10455, , , 853938, 15962732, 
JOSE, , KILLIAN, , M, , 8/9/2008, , , 383 EAST 141 STREET, 4H, BRONX, NY, 10454, ARENDZ, JKILLIAN@AMGGT.COM, 854140, 15853161, 

STEVEN, L, LIND, , M, , 12/8/2005, , , 253 E 181ST STREET, 1A, BRONX, NY, 10457, , , 872936, 15823113, 
THOMAS, L, LIND, JR, M, , 12/8/2005, 610-361-6606, , 321 EDGECOMBE, 3R, NEW YORK, NY, 10031, , , 873237, 15721974, 

COLE, , RODRIQUEZ, , M, , 4/25/1993, 917-459-3428, , 189 EAST 34TH STREET, 14C, BROKLYN, NY, 11203, , , 877787, 15607621, 
COLE, , RODRIGUEZ, , M, , 4/25/1993, 959-106-3742, , 650 E 84TH STREET, 3E, BROOKLYN, NY, 11236, , , 878163, 15797105, 

BUANDON, , JACOQUIJADA, , M, , 10/24/2003, 845-227-8091, , 845 REV JAMES POLITE AVENUE, 2C, BRONX, NY, 10459, , , 905812, 15965089, 
BRANDON, BENJAMIN, JACOQUIJADA, , M, , 10/24/2003, 551-603-5653, , 1231 SHERIDAN AVENUE, 4, BRONX, NY, 10456, , , 905981, 15926642, REGGIE ROBERT GREENFIELD 

SERGIO, JOHN, WALKER, , M, , 12/16/2011, 862-104-7906, , 1052 SHERIDAN AVENUE, 5C, BRONX, NY, 10456, , , 914967, 15534776, 
NATE, JOHN, WALKER, , M, , 12/16/2011, , , 751 EAST 161ST STREET, 5H, BRONX, NY, 10456, , , 915171, 15971725, 

UAMES, PATRICK, KISS, , M, , 12/27/1992, 929-361-8670, , , , , , , , , 926499, 15707126, 
JAMES, , KISS, , M, , 12/27/1992, , , , , , , , , , 926739, 15463243, 

MARY, , OVERMAN, , U, , 10/9/2005, 845-365-9485, , 890 GARRISON AVENUE, SHEL, BRONX, NY, 10474, , , 929082, 16020763, 
ALMA, , OVERMAN, , F, , 10/9/2005, , , 1513 TAYLOR AVENUE, 9, BRONX, NY, 10460, , AOVERMAN@AMGGT.COM, 929376, 15733255, 

NANCY, EVA, BOWSER, , F, , 12/29/2003, 631-627-9917, , , , , , , , , 954817, 15717032, 
VANESSA, EVA, BOWSER, , F, , 12/29/2003, 212-608-1913, , 952 ROGER PLACE, 2, BRONX, NY, 10459, , , 954927, 15987565, 

EDWARD, , PANNELL, , M, , 4/1/2006, 732-806-3222, , 725 FENTON AVENUE, PH, BRONX, NY, 10459, , , 962919, 15989331, 
MICHAEL, , PANNELL, , M, , 4/1/2006, 516-492-7054, , 630 ST ANNS AVENUE, , BRONX, NY, 10454, , , 963207, 15986319, 

RONALD, JEROME, WRIGHT, , M, , 12/13/1922, 267-912-2394, , 651 SOUTHERN BOULEVARD, 5E, BRONX, NY, 10455, , , 975659, 15799601, 
RONALD, CHRIS, WRIGHT, , M, , 12/13/1952, 860-181-2125, , 765 SOUTHERN BOULEVARD, 5D, BRONX, NY, 10455, , , 975913, 15386276, 

DONALD, , FETTERHOFF, , M, , 6/16/2005, 718-149-9893, , 9703 124 STREET, , SOUTH RICHMOND HILL, NY, 11419, , , 978649, 15705948, 
RICHARD, , FETTERHOFF, , M, , 6/16/2005, 518-921-2921, , 9538 113TH STREET, PH, SOUTH RICHMOND HILL, NY, 11419, , RFETTERHOFF@AMGGT.COM, 978928, 15715915, 

HARRY, LAUREN, CALHOUN, , M, , 9/16/1958, 973-432-5693, , 19401 113TH AVENUE, PH, ST ALBANS, NY, 11412, , , 985002, 15501746, 
WARRY, , CALHOUN, , M, , 9/15/1958, 203-341-3233, , 22809 135 STREET, PH, QNS VILLAGE, NY, 11429, , , 985219, 15843733, 

ALAINA, , FAILLA, , F, , 12/12/1995, 631-824-7202, , 462 1ST AVENUE, , NEW YORK, NY, 10016, , , 996011, 15383616, 
DIXIE, , FAILLA, , F, , 12/12/1995, 610-447-7330, , 462 FIRST AVENUE, , NEW YORK, NY, 10016, , , 996150, 15612359, 

MICHAEL, JEFFERY, PETERSON, , M, , 12/20/1966, 347-928-1968, , 1081 SHERIDAN AVENUE, 4C, BRONX, NY, 10456, , , 1002761, 15698494, 
MICHAEL, , PETERSON, , M, , 12/19/1966, 347-586-5306, , UNABLE TO OBTAIN, , BRONX, NY, 10455, , , 1002935, 15725502, 

TRAVIS, , CORRAL, , M, , 2/6/1941, 917-616-5962, , 462 1ST AVENUE, , NEW YORK, NY, 10016, , , 1006042, 15850934, 
TRAVIS, R, CORRAL, , M, , 2/5/1941, 929-828-8801, , 462 FIRST AVENUE, , NEW YORK, NY, 10016, , TCORRAL@AMGGT.COM, 1006171, 16012063, 

JOHN, , STOKES, , M, , 5/20/1963, 201-658-9474, , 555 FDR DRIVE, 4B, NEW YORK, NY, 10002, , , 1014440, 15495663, 
JOHN, KEVIN, STOKES, , M, , 5/20/1933, 848-142-8539, , , , , , , , JSTOKES@AMGGT.COM, 1014582, 16009608, 

JOHN, ARMANDO, JORDAN, , M, , 3/22/1940, 718-894-3397, , 1350 BERGEN STREET, 1R, BROOKLYN, NY, 11212, , , 1020845, 15845884, 
JOHN, , JORKAN, , M, , 3/22/1970, 929-120-4742, , 557 ASHFORD STREET, PVT, BROOKLYN, NY, 11207, , , 1021036, 15591303, 

EMILY, , MARABOLI, , F, , 12/12/1944, 551-351-5947, , 123 E 102ND STREET, 3D, NEW YORK, NY, 10029, , , 1028814, 16025080, 
EMILY, TEO, MARABOLI, , F, , 12/13/1944, 718-833-4622, , 1010 HAZEN STREET, , FLUSHING, NY, 11370, , , 1028918, 15862261, 

MICHEAL, , ORTIZ, , M, , 12/8/1939, 484-784-7939, , 20 AVENUE D EAST 3RD STREET, 6 E, NEW YORK, NY, 10009, , MORTIZ@AMGGT.COM, 1031925, 15802777, 
MICHEAL, , ORTIZ, , M, , 12/8/1939, 212-706-6903, , 20 AVENUE D, 6E, NEW YORK, NY, 10009, , , 1032064, 15676988, 

JANIE, , TYSON, , F, , 4/6/1964, 973-207-6446, , , , , , , , , 1032889, 15497504, 
JANIE, KAY, TYSON, , F, , 4/5/1964, 631-601-3572, , 2031 UNION STREET, 2, BROOKLYN, NY, 11221, , , 1033193, 15450396, 

DOUGLAS, ANGEL, ODSON, , M, , 12/24/1932, 201-309-4408, , 346 EAST 29 STREET, 2, BROOKLYN, NY, 11226, , , 1040576, 15995191, 
DOUGLAS, JAMES, OLSON, , M, , 12/24/1942, , , 60 TURNER PLACE, 3A, BROOKLYN, NY, 11218, , , 1040744, 15593256, 

JANET, , ANDERSON, , F, , 12/20/1942, 551-639-2646, , 1425 E 85TH STREET, PH, BROOKLYN, NY, 11236, , , 1042985, 15403494, 
JANET, , ANDERSON, , F, , 12/20/1972, 201-254-7683, , , , , , , , , 1043353, 15588840, 

KARLA, HELEN, VINSON, , F, , 8/8/1951, 718-556-1468, , 656 BECK STREET, PH, BRONX, NY, 10455, , KVINSON@AMGGT.COM, 1064245, 15929740, 
KARLA, , VINSON, , F, , 8/4/1951, 959-748-3659, , 815 EAST 152ND STREET, 21E, BRONX, NY, 10455, , , 1064590, 15428314, 

MELENA, E, NORTON, , F, , 4/1/2006, 934-361-3829, , 116 63 SUTPHINE BOULEVARD, 2F, JAMAICA, NY, 11434, , , 1070418, 15807943, 
ESTEFANI, E, NORTON, , F, , 4/1/2006, 516-557-3483, , 11647 SUPTHIN BOULEVARD, , JAMAICA, NY, 11434, , ENORTON@AMGGT.COM, 1070596, 15494378, 

AMBER, STELLA, RANA, , F, , 4/9/2008, 267-104-7898, , 2944 GUNTHER AVENUE, , BRONX, NY, 10469, , , 1073497, 15553453, 
BRENDA, STELLA, RANA, , F, , 4/9/2008, 732-948-8976, , 993 WILCOX AVENUE, PH, BRONX, NY, 10469, , , 1073897, 15656814, 

BLAKE, PEDRO, LEWIS, , M, , 6/1/1960, 848-546-3917, , 11812 202 STREET, PH, ST ALBANS, NY, 11412, , , 1075856, 15516152, 
BRANDON, PEDRO, LEWIS, , M, , 6/1/1960, 551-872-1817, , 18515 GALWAY AVENUE, PH, SAINT ALBANS, NY, 11412, , , 1076035, 15601783, 

OLIVIA, , ZOQUIER, , F, , 9/16/1990, 929-338-4616, , , , , , , , , 1084303, 15486780, 
STEPHANIE, , ZOQUIER, , F, , 9/16/1990, 610-733-4881, , 15025 72 ROAD, 6 K, FLUSHING, NY, 11367, , , 1084571, 15414841, 

RICHARD, , TREDWELL, , M, , 11/12/2005, 845-698-6900, , 6111 157TH STREET, 157T, FLUSHING, NY, 11369, , RTREDWELL@AMGGT.COM, 1085648, 15647651, 
ANDREW, , TREDWELL, , M, , 11/12/2005, 570-340-8342, , 14577 176 STREET, PH, JAMAICA, NY, 11434, , , 1085759, 15649272, 

VANESSA, , MORALES, , F, , 6/30/1985, 516-540-7709, , , , , , , , , 1101288, 15441349, 
VANESSA, LAURA, MORALES, , F, , 6/29/1985, 959-192-1025, , , , , , , , , 1101454, 15625058, 

BRIAN, , KENNY, , M, , 12/19/1967, 929-683-8024, , , , , , , , , 1118034, 15613339, 
BRIAN, , KENNY, , M, , 12/19/1957, 516-257-2241, , 688 EAST 46TH STREET, PVT, BROOKLYN, NY, 11203, , , 1118264, 15637497, 

CATHERINE, , WEISS, , F, , 10/25/1936, 203-640-4881, , 962 SOUTHERN BOULEVARD, 13, BRONX, NY, 10459, , CWEISS@AMGGT.COM, 1118318, 15521198, 
CATHERINE, , WEUSS, , F, , 10/25/1966, 848-901-7033, , 1105 STRATFORD AVENUE, 3 F, BRONX, NY, 10472, , , 1118419, 15729099, 

KYLA, , KAY, , F, , 3/17/1946, 929-328-3880, , , , , , , , , 1121564, 15473623, 
KYLA, , KAY, , F, , 3/18/1946, 212-508-6898, , 2116 DITMAS AVENUE, 3CC, BROOKLYN, NY, 11226, JOHNSON, KKAY@AMGGT.COM, 1121778, 15732209, 

KENNETH, XUIS, WATSON, , M, , 10/18/1990, , , 939 ST MARKS AVENUE, , BROOKLYN, NY, 11213, , , 1128517, 15695413, WILLIAM RICHARD PINEDA 
KENNETH, LUIS, WATSON, , M, , 6/18/1940, 484-504-8779, , 939 STMARKS AVENUE, 2R, BROOKLYN, NY, 11213, , , 1128740, 15886923, 

MADISON, CAROLYN, BROWN, , F, , 11/26/2013, 631-378-8714, , 2255 CRESTON AVENUE, A1, BRONX, NY, 10453, SPRAGUE, MBROWN@AMGGT.COM, 1142079, 16000049, 
SHELLY, CAROLYN, BROWN, , F, , 11/26/2013, 518-142-4085, , 2130 CRONTONA AVENUE, 2B, BRONX, NY, 10457, , , 1142295, 15946730, 

JOHN, , TRUE, , M, , 12/15/1992, 516-366-4334, , 1750 WALTON AVENUE, PH, BRONX, NY, 10453, , , 1186379, 15981732, 
BRIAN, , TRUE, , M, , 12/15/1992, 845-117-6692, , 25 FAIRMOUNT AVENUE, A6, HACKENSACK, NJ, 7601, , BTRUE@AMGGT.COM, 1186501, 15861830, 

ERIK, RICHARD, KIM, , M, , 10/25/2002, 732-890-2334, , 2715 THIRD AVENUE, 1F, BRONX, NY, 10451, COX, EKIM@AMGGT.COM, 1211199, 15626505, 
SAMUEL, RICHARD, KIM, , M, , 10/25/2002, 212-326-2472, , 314 E 143 STREET, 6H, BRONX, NY, 10451, , , 1211302, 15588239, 

TONY, THOMAS, LARTEY, , M, , 3/19/2012, 908-310-3912, , 1576 UNIONPORT ROAD, 6F, BRONX, NY, 10462, , , 1216123, 15985120, 
PERRY, THOMAS, LARTEY, , M, , 3/19/2012, 860-761-8355, , 281 E 205TH STREET, 6J, BRONX, NY, 10467, LITZENBERGER, PLARTEY@AMGGT.COM, 1216302, 16000524, 

BRITTNEY, , SEIER, , F, , 11/9/2011, 860-436-4199, , 3344 DECATUR AVENUE, 2, BRONX, NY, 10468, , , 1248104, 15683176, 
NAILA, , SEIER, , F, , 11/9/2011, 484-185-5627, , 1329 COLLEGE AVENUE, 3H, BRONX, NY, 10456, , NSEIER@AMGGT.COM, 1248218, 15581426, 

WENDI, LATOYA, SEIDEL, , F, , 10/16/2004, 555-555-5555, , 11 MARIGOLD LANE, , HAMPTON, VA, 23663, , , 1276808, 15420043, 
LEAH, LATOYA, SEIDEL, , F, , 10/16/2004, 570-510-3751, , , , , , , , , 1276919, 15749161, 

ALBERT, WALTER, HANCOCK, , M, , 10/22/2008, 2222222222, , 143 WEST 140TH STREET, 5B, NEW YORK, NY, 10030, , AHANCOCK@AMGGT.COM, 1295992, 15516207, 
THOMAS, WALTER, HANCOCK, , M, , 10/22/2008, 959-223-7052, , 226 WEST 140 STREET, 1 B, NY, NY, 10030, , , 1296215, 15463251, 

LANI, , WHALEY, , F, , 7/18/1977, 934-798-4633, , 522 COURTLAND AVENUE, , BRONX, NY, 10451, , LWHALEY@AMGGT.COM, 1306999, 15886389, 
LENI, , WHALEY, , F, , 7/18/1987, 516-577-4720, , 2700 MARION AVENUE, 6J, BRONX, NY, 10458, , , 1307106, 15787973, 

JUNE, , SCOTT, , F, , 10/11/1920, 732-837-7671, , 2794 EAST 26TH STREET, PH, BROOKLYN, NY, 11235, , , 1329139, 15578858, 
JUNE, , SCOTT, , F, , 3/12/1949, , , 2743 EAST 26TH STREET, BSMT, BROOKLYN, NY, 11235, , , 1329347, 15843375, 

LUNA, , FUSCO, , F, , 11/27/1990, , , 1122 FRANKLIN AVENUE, 3FL, BRONX, NY, 10456, , , 1342462, 15937079, 
LUNA, , FUSCO, , F, , 12/27/1990, 347-325-8874, , 944 ALDUS STREET, 3B, BRONX, NY, 10459, , , 1342697, 15911998, 

JOHN, , BIRK, , M, , 12/19/1940, 201-858-7556, , 1309 WASHINGTON AVENUE, 7B, BRONX, NY, 10456, , , 1351125, 15595179, 
JOHN, BOOKER, BIRK, , M, , 12/20/1940, 610-509-6157, , 1309 WASHINGTON AVENUE 9A, 9A, BRONX, NY, 10456, , JBIRK@AMGGT.COM, 1351280, 15906448, 

SEBRINA, , JONES, , F, , 11/27/1934, 848-405-5617, , 8712 31ST AVENUE, 3, JACKSON HEIGHTS, NY, 11372, , SJONES@AMGGT.COM, 1354739, 15812577, 
SEBRINA, DAWN, JONES, , F, , 12/27/1934, 929-378-8391, , 3553 82ND STREET, 4D, JACKSON HEIGHTS, NY, 11372, , , 1354905, 15581097, 

ALEXANDER, , STALEY, , M, , 2/3/1995, 484-339-2728, , 9723 REMINGTON STREET, PH, JAMAICA, NY, 11435, , , 879531, 15530005, 
ALEXANDER, , GOUNARIS, , M, , 2/3/1995, 201-845-9979, , 9726 REMILTON STREET, , JAMAICA, NY, 11435, , AGOUNARIS@AMGGT.COM, 879880, 15542012, 

SHERYL, , TUCCI, , F, , 12/17/1992, 203-612-2778, , 11560 118TH STREET, PVT, SO OZONE PK, NY, 11420, , , 880378, 15884101, 
SHERYL, , MATTHEWS, , F, , 12/17/1992, 570-670-6929, , 18220 141ST AVENUE, PH, SPRINGFIELD GARDENS, NY, 11413, , , 880526, 15902604, 

NORA, , REESE, , F, , 12/26/2002, 212-980-1716, , 2185 2ND AVENUE, 4D, NEW YORK, NY, 10029, , , 880682, 15445416, 
NORA, , GROOBER, , F, , 12/26/2002, 860-783-4671, , 952 E 156TH STREET, PH, BRONX, NY, 10455, , , 880790, 15399401, 

ANN, MARIE, PEARSON, , F, , 12/1/2009, 845-695-8844, , , , , , , , , 944077, 15593883, 
ANN, MARIE, CUTAIA, , F, , 12/1/2009, , , , , , , , , ACUTAIA@AMGGT.COM, 944290, 15984573, 

AMSER, , BROWN, , F, , 12/15/1956, 551-240-9312, , 3320 KOSOUTH AVENUE, BS, BRONX, NY, 10467, , , 984240, 15517054, 
AMBER, L, ABNER, , F, , 11/15/1956, 929-367-6515, , 3320 KOSSUTH AVENUE, BSMT, BRONX, NY, 10467, , , 984467, 15797441, 

JOSE, , KNOLL, , M, , 12/25/1945, 203-509-9775, , 980 SIMPSON STREET, 1E, BRONX, NY, 10459, , , 1071168, 15948156, 
JOSE, CHRISTOPHER, KNOLL, , M, , 12/11/1967, 610-799-9608, , 980 SIMPSON STREET1E, E1, BRONX, NY, 10459, , , 1071310, 15377376, 

IVAN, , SQOCEDO, , M, , 12/1/1969, 732-326-6875, , 1515 HAZEN STREET, JAIL, EAST ELMHURST, NY, 11370, , , 1079627, 15478986, 
IVAN, RICHARD, SALCEDO, , M, , 12/1/1959, , , 158 BEACH 116TH STREET, , EAST ELMHURST, NY, 11370, , , 1079798, 15737306, 

MAIA, , EAQGUI, , F, , 12/6/1928, 203-394-4274, , 1 LAGUARDIA ROAD, , CHESTER, NY, , , , 1143340, 15755720, 
MAIA, , EZAGUI, , F, , 12/6/1938, 570-934-8549, , 4303 BAYCHESTER AVENUE BSM, 3, BRONX, NY, 10466, , MEZAGUI@AMGGT.COM, 1143600, 15466731, 

SHERYL, LYNN, TALLENT, , F, , 12/10/2005, , , , , , , , , , , 15419366, 
MARIA, , TALLENT, , F, , 12/10/2005, 484-790-5622, 484-790-5622, , , , , , , , 837916, 15539708, 
MARIA, A, TALLENT, , F, , 12/10/2005, 484-790-5622, 484-790-5622, , , , , , , , 839214, 15741939, 

JENNY, , TARDIFF, , F, , 12/21/1920, 609-500-7012, 609-500-7012, UNK, , BROOKLYN, NY, 11235, , , , 15385768, 
JENNY, , TARDIFF, , F, , 12/21/1940, , , UNK, , , , 11235, , , , 15526582, 
JENNY, , TARDIFF, , F, , 12/21/1920, 845-400-8525, 609-354-5952, UNABLE TO OBTAIN, UNK, UNK, NY, 11235, , , , 15736119, 

REBECCA, MARY, WEISE, , F, , 9/19/1998, 609-202-6673, 609-202-6673, 3140 32ND STREET, 8, LONG ISLAND CTY, NY, 11106, , , 414530, 15419890, 
REBECCA, , WEISE, , F, , 9/19/1998, 609-202-6673, 609-202-6673, 4516 49 STREET, 5E, WOODSIDE, NY, 11377, , , 414565, 15945693, 

WILLIAM, , POORE, , M, , 2/22/1995, 929-198-4140, 718-858-1515^^609-342-7543, , , , , , , , , 15665041, 
WILLIAM, JOHN, POORE, , M, , 2/22/1995, 609-342-7543, 609-342-7543, , , , , , , , , 15850038, 
WILLIAM, JOHN, POORE, , M, , 2/22/1959, , , , , , , , , , , 15603828, 

TRACY, , NOWACZYK, , F, , 12/9/2005, 347-527-5251, 201-262-4387^^347-527-5251, , , , , , , , , 15620557, 
TRACY, , NOWACZYK, , F, , 12/9/2005, 201-760-4792, 201-760-4792, , , , , , , , , 15998977, 
TRACY, , NOWACZYK, , F, , 12/9/1905, , , , , , , , , , , 15686115, 
